horario,tensao_p1(V),tensao_p2(V),corrente(A),radiacao(W/m2)
2022-08-29 20:40:40.093635,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.168522,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.243550,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.318745,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.393497,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.468531,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.543653,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.618505,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.693550,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.768544,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.843486,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.918638,0.0,0.0,0.0,0.0
2022-08-29 20:40:40.993497,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.068827,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.143575,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.218562,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.293592,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.368501,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.443525,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.518459,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.593519,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.668605,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.743713,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.818523,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.893562,0.0,0.0,0.0,0.0
2022-08-29 20:40:41.968520,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.043666,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.118699,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.193687,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.268639,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.343643,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.418514,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.493505,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.568472,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.643514,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.718524,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.793672,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.868604,0.0,0.0,0.0,0.0
2022-08-29 20:40:42.943536,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.018499,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.093610,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.168530,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.243496,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.318564,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.393512,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.468574,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.543620,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.619043,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.694384,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.768546,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.843834,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.918507,0.0,0.0,0.0,0.0
2022-08-29 20:40:43.993592,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.068621,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.143633,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.218700,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.293578,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.368543,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.443646,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.518611,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.593520,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.668727,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.743570,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.818594,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.893568,0.0,0.0,0.0,0.0
2022-08-29 20:40:44.968702,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.043559,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.118661,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.193535,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.268641,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.343659,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.418540,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.493569,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.568603,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.643586,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.718509,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.793611,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.868613,0.0,0.0,0.0,0.0
2022-08-29 20:40:45.943647,0.0,0.0,0.0,0.0
2022-08-29 20:40:46.018699,0.0,0.0,0.0,0.0
2022-08-29 20:40:46.093708,0.0,0.0,0.0,0.0
2022-08-29 20:40:46.168687,0.0,0.0,0.0,0.0
2022-08-29 20:40:46.243690,0.0,0.0,0.0,0.0
2022-08-29 20:40:46.318630,0.0,0.0,0.0,0.0
2022-08-29 20:40:46.393521,0.0,0.0,0.0,0.0
2022-08-29 20:40:46.468501,0.0,0.0,0.0,0.0
