horario,tensao_p1(V),tensao_p2(V),irradiacao(W/m2)
2022-08-21 18:27:36.974414,0.0,0.0,null
2022-08-21 18:27:37.074406,0.0,0.0,null
2022-08-21 18:27:37.174411,0.0,0.0,null
2022-08-21 18:27:37.274422,0.0,0.0,null
2022-08-21 18:27:37.374415,0.0,0.0,null
2022-08-21 18:27:37.474420,0.0,0.0,null
2022-08-21 18:27:37.574449,0.0,0.0,null
2022-08-21 18:27:37.674434,0.0,0.0,null
2022-08-21 18:27:37.774392,0.0,0.0,null
2022-08-21 18:27:37.874416,0.0,0.0,null
2022-08-21 18:27:37.974425,0.0,0.0,null
2022-08-21 18:27:38.074428,0.0,0.0,null
2022-08-21 18:27:38.174431,0.0,0.0,null
2022-08-21 18:27:38.274429,0.0,0.0,null
2022-08-21 18:27:38.374476,0.0,0.0,null
2022-08-21 18:27:38.474432,0.0,0.0,null
2022-08-21 18:27:38.574430,0.0,0.0,null
2022-08-21 18:27:38.674429,0.0,0.0,null
2022-08-21 18:27:38.774430,0.0,0.0,null
2022-08-21 18:27:38.874429,0.0,0.0,null
2022-08-21 18:27:38.974426,0.0,0.0,null
2022-08-21 18:27:39.074428,0.0,0.0,null
2022-08-21 18:27:39.174429,0.0,0.0,null
2022-08-21 18:27:39.274431,0.0,0.0,null
2022-08-21 18:27:39.374428,0.0,0.0,null
2022-08-21 18:27:39.474425,0.0,0.0,null
2022-08-21 18:27:39.574430,0.0,0.0,null
2022-08-21 18:27:39.674429,0.0,0.0,null
2022-08-21 18:27:39.774429,0.0,0.0,null
2022-08-21 18:27:39.874429,0.0,0.0,null
2022-08-21 18:27:39.974435,0.0,0.0,null
2022-08-21 18:27:40.074424,0.0,0.0,null
2022-08-21 18:27:40.174426,0.0,0.0,null
2022-08-21 18:27:40.274436,0.0,0.0,null
2022-08-21 18:27:40.374424,0.0,0.0,null
2022-08-21 18:27:40.474426,0.0,0.0,null
2022-08-21 18:27:40.574428,0.0,0.0,null
2022-08-21 18:27:40.674463,0.0,0.0,null
2022-08-21 18:27:40.774430,0.0,0.0,null
2022-08-21 18:27:40.874416,0.0,0.0,null
2022-08-21 18:27:40.974416,0.0,0.0,null
2022-08-21 18:27:41.074408,0.0,0.0,null
2022-08-21 18:27:41.174406,0.0,0.0,null
2022-08-21 18:27:41.274415,0.0,0.0,null
2022-08-21 18:27:41.374405,0.0,0.0,null
2022-08-21 18:27:41.474403,0.0,0.0,null
2022-08-21 18:27:41.574405,0.0,0.0,null
2022-08-21 18:27:41.674439,0.0,0.0,null
2022-08-21 18:27:41.774411,0.0,0.0,null
2022-08-21 18:27:41.874406,0.0,0.0,null
2022-08-21 18:27:41.974410,0.0,0.0,null
2022-08-21 18:27:42.074413,0.0,0.0,null
2022-08-21 18:27:42.174406,0.0,0.0,null
2022-08-21 18:27:42.274449,0.0,0.0,null
2022-08-21 18:27:42.374407,0.0,0.0,null
2022-08-21 18:27:42.474406,0.0,0.0,null
2022-08-21 18:27:42.574411,0.0,0.0,null
2022-08-21 18:27:42.674406,0.0,0.0,null
2022-08-21 18:27:42.774429,0.0,0.0,null
2022-08-21 18:27:42.874473,0.0,0.0,null
2022-08-21 18:27:42.974426,0.0,0.0,null
2022-08-21 18:27:43.074428,0.0,0.0,null
2022-08-21 18:27:43.174428,0.0,0.0,null
2022-08-21 18:27:43.274427,0.0,0.0,null
2022-08-21 18:27:43.374427,0.0,0.0,null
2022-08-21 18:27:43.474426,0.0,0.0,null
2022-08-21 18:27:43.574426,0.0,0.0,null
2022-08-21 18:27:43.674425,0.0,0.0,null
2022-08-21 18:27:43.774425,0.0,0.0,null
2022-08-21 18:27:43.874426,0.0,0.0,null
2022-08-21 18:27:43.974428,0.0,0.0,null
2022-08-21 18:27:44.074424,0.0,0.0,null
2022-08-21 18:27:44.174421,0.0,0.0,null
2022-08-21 18:27:44.274417,0.0,0.0,null
2022-08-21 18:27:44.374417,0.0,0.0,null
2022-08-21 18:27:44.474419,0.0,0.0,null
2022-08-21 18:27:44.574415,0.0,0.0,null
2022-08-21 18:27:44.674413,0.0,0.0,null
2022-08-21 18:27:44.774417,0.0,0.0,null
2022-08-21 18:27:44.874416,0.0,0.0,null
2022-08-21 18:27:44.974414,0.0,0.0,null
2022-08-21 18:27:45.074424,0.0,0.0,null
2022-08-21 18:27:45.174413,0.0,0.0,null
2022-08-21 18:27:45.274424,0.0,0.0,null
2022-08-21 18:27:45.374408,0.0,0.0,null
2022-08-21 18:27:45.474416,0.0,0.0,null
2022-08-21 18:27:45.574408,0.0,0.0,null
2022-08-21 18:27:45.674435,0.0,0.0,null
2022-08-21 18:27:45.774429,0.0,0.0,null
2022-08-21 18:27:45.874421,0.0,0.0,null
2022-08-21 18:27:45.974401,0.0,0.0,null
2022-08-21 18:27:46.074399,0.0,0.0,null
2022-08-21 18:27:46.174443,0.0,0.0,null
2022-08-21 18:27:46.274405,0.0,0.0,null
2022-08-21 18:27:46.374405,0.0,0.0,null
2022-08-21 18:27:46.474400,0.0,0.0,null
2022-08-21 18:27:46.574403,0.0,0.0,null
2022-08-21 18:27:46.674398,0.0,0.0,null
2022-08-21 18:27:46.774402,0.0,0.0,null
2022-08-21 18:27:46.874402,0.0,0.0,null
2022-08-21 18:27:46.974401,0.0,0.0,null
2022-08-21 18:27:47.074422,0.0,0.0,null
2022-08-21 18:27:47.174407,0.0,0.0,null
2022-08-21 18:27:47.274402,0.0,0.0,null
2022-08-21 18:27:47.374402,0.0,0.0,null
2022-08-21 18:27:47.474455,0.0,0.0,null
2022-08-21 18:27:47.574416,0.0,0.0,null
2022-08-21 18:27:47.674382,0.0,0.0,null
2022-08-21 18:27:47.774449,0.0,0.0,null
2022-08-21 18:27:47.874419,0.0,0.0,null
2022-08-21 18:27:47.974404,0.0,0.0,null
2022-08-21 18:27:48.074403,0.0,0.0,null
2022-08-21 18:27:48.174401,0.0,0.0,null
2022-08-21 18:27:48.274403,0.0,0.0,null
2022-08-21 18:27:48.374405,0.0,0.0,null
2022-08-21 18:27:48.474403,0.0,0.0,null
2022-08-21 18:27:48.574402,0.0,0.0,null
2022-08-21 18:27:48.674401,0.0,0.0,null
2022-08-21 18:27:48.774401,0.0,0.0,null
2022-08-21 18:27:48.874400,0.0,0.0,null
2022-08-21 18:27:48.974401,0.0,0.0,null
2022-08-21 18:27:49.074422,0.0,0.0,null
2022-08-21 18:27:49.174416,0.0,0.0,null
2022-08-21 18:27:49.274424,0.0,0.0,null
2022-08-21 18:27:49.374407,0.0,0.0,null
2022-08-21 18:27:49.474411,0.0,0.0,null
2022-08-21 18:27:49.574404,0.0,0.0,null
2022-08-21 18:27:49.674404,0.0,0.0,null
2022-08-21 18:27:49.774423,0.0,0.0,null
2022-08-21 18:27:49.874414,0.0,0.0,null
2022-08-21 18:27:49.974403,0.0,0.0,null
2022-08-21 18:27:50.074414,0.0,0.0,null
2022-08-21 18:27:50.174404,0.0,0.0,null
2022-08-21 18:27:50.274422,0.0,0.0,null
2022-08-21 18:27:50.374406,0.0,0.0,null
2022-08-21 18:27:50.474403,0.0,0.0,null
2022-08-21 18:27:50.574403,0.0,0.0,null
2022-08-21 18:27:50.674401,0.0,0.0,null
2022-08-21 18:27:50.774400,0.0,0.0,null
2022-08-21 18:27:50.874400,0.0,0.0,null
2022-08-21 18:27:50.974401,0.0,0.0,null
2022-08-21 18:27:51.074400,0.0,0.0,null
2022-08-21 18:27:51.174402,0.0,0.0,null
2022-08-21 18:27:51.274405,0.0,0.0,null
2022-08-21 18:27:51.374407,0.0,0.0,null
2022-08-21 18:27:51.474403,0.0,0.0,null
2022-08-21 18:27:51.574404,0.0,0.0,null
2022-08-21 18:27:51.674446,0.0,0.0,null
2022-08-21 18:27:51.774400,0.0,0.0,null
