horario,umidade_relativa(percent),temperatura_umidade(deg_C),temperatura_pressao(deg_C),pressao(milliBar),compass_norte(deg),gyro_roll(deg),gyro_pitch(deg),gyro_yaw(deg),accelerometer_roll(deg),accelerometer_pith(deg),accelerometer_yaw(deg)
2022-08-12 12:00:00.114446,41.88524627685547,25.546329498291016,23.375,896.06494140625,134.60673170959168,0.02722158386742694,0.01651276605603266,134.64463925948525,3.6400165563563034,0.015198451563747748,134.6955788103152
2022-08-12 12:00:01.121089,41.852909088134766,25.619731903076172,23.38541603088379,896.067138671875,134.96289875405117,0.02579963553228148,0.01629584084881864,134.9994675868674,3.639736518600333,0.015006992823575828,135.050393477319
2022-08-12 12:00:02.114022,42.01753616333008,25.583030700683594,23.387500762939453,896.0849609375,134.31853870775214,0.033819805072290446,0.01963999885001341,134.36625440929387,3.646746854009705,0.018351544361060665,134.41629237515338
2022-08-12 12:00:03.123018,41.75295639038086,25.693132400512695,23.389583587646484,896.083740234375,133.79234093409437,0.03560495572016328,0.019717151973186783,133.8394145978541,3.6501871349172754,0.018416431158175785,133.8913923374379
2022-08-12 12:00:04.114078,41.708858489990234,25.583030700683594,23.397916793823242,896.05908203125,134.58938302909985,0.026691056927774133,0.016107567084553635,134.62642997515798,3.6411700045523894,0.01481862901287157,134.6778339788515
2022-08-12 12:00:05.120198,42.058692932128906,25.638080596923828,23.38541603088379,896.064697265625,135.2563510015516,0.031895459304598854,0.018383727625460384,135.3028372690427,3.645441434104586,0.01709553660571879,135.35339432927913
2022-08-12 12:00:06.113235,41.81175231933594,25.656431198120117,23.397916793823242,896.08447265625,134.49878739994878,0.02294850346384391,0.015958902080873423,134.5353425723867,3.636987367459403,0.01474936662581941,134.58318121733348
2022-08-12 12:00:07.113811,42.29681396484375,25.711483001708984,23.399999618530273,896.095947265625,134.85143006679655,0.02849377496893458,0.017191299326337808,134.88814916377453,3.642420782944148,0.015955321901149785,134.9369440352051
2022-08-12 12:00:08.113768,41.98225784301758,25.619731903076172,23.39583396911621,896.073974609375,134.71310507572545,0.03376964920562647,0.02152677857726993,134.76073881499713,3.6486772362238797,0.020253431879791874,134.81188327150218
2022-08-12 12:00:09.113558,41.84703063964844,25.674781799316406,23.391666412353516,896.07470703125,134.32669395362115,0.03417757291565623,0.01816840491135974,134.37304361732885,3.648257606476747,0.01692467515476269,134.42228928124464
2022-08-12 12:00:10.120347,41.62066650390625,25.656431198120117,23.399999618530273,896.068115234375,135.00759551197973,0.025023561957945393,0.015278632915322674,135.0442736278227,3.6398201884176657,0.014008291100873026,135.09521317865264
2022-08-12 12:00:11.120586,41.988136291503906,25.693132400512695,23.399999618530273,896.05859375,133.92240139626975,0.02552003967087396,0.015534074653163877,133.9598171725431,3.6392127284683577,0.014249375434233321,134.01036057240117
2022-08-12 12:00:12.113862,42.01753616333008,25.583030700683594,23.39583396911621,896.072265625,134.0865445024035,0.03355165344630133,0.01882104816285297,134.13453341151202,3.6470405521440155,0.01747482554806606,134.18734443417455
2022-08-12 12:00:13.120371,41.823509216308594,25.583030700683594,23.391666412353516,896.054931640625,134.732612095995,0.02633883527805568,0.01559953841450088,134.76904432502786,3.639998200222909,0.014315436170112038,134.8195330833726
2022-08-12 12:00:14.120780,41.667701721191406,25.656431198120117,23.397916793823242,896.0830078125,134.06747461424084,0.032653843756201666,0.021240277487993016,134.1145346176222,3.6462132454807974,0.01995941358036398,134.1648048099135
2022-08-12 12:00:15.119774,41.68828201293945,25.693132400512695,23.402082443237305,896.0615234375,134.4410176599488,0.02765282460264329,0.015220943163241189,134.4769854361181,3.6418730871500777,0.013981183787604538,134.52619011889888
2022-08-12 12:00:16.113458,41.988136291503906,25.656431198120117,23.402082443237305,896.062255859375,133.36313184665076,0.024980139563905567,0.01512340952931686,133.39901766055002,3.638368773219038,0.013800717383128108,133.45080415483704
2022-08-12 12:00:17.120206,41.702980041503906,25.601381301879883,23.399999618530273,896.072265625,133.8366552014294,0.023318085733545026,0.014929739648803281,133.87321037386732,3.6392443180932688,0.013718541669676391,133.92270192459324
2022-08-12 12:00:18.138993,41.87054443359375,25.583030700683594,23.40833282470703,896.0625,135.17264020308392,0.03534188004530539,0.01887870623192805,135.22062911219243,3.6499356985784543,0.017589444660075337,135.27214239891265
2022-08-12 12:00:19.113846,41.782352447509766,25.656431198120117,23.410417556762695,896.060302734375,134.75914055073133,0.02673454435535342,0.014973610607512722,134.79697979873322,3.641765938557473,0.013697944380460573,134.8483428212917
2022-08-12 12:00:20.121737,41.84996795654297,25.693132400512695,23.40625,896.065673828125,134.18114262240817,0.02526497312652964,0.014320758915187887,134.2177660967378,3.639255844037493,0.01311161532889729,134.2655501001712
2022-08-12 12:00:21.121015,41.65594482421875,25.619731903076172,23.418750762939453,896.064208984375,134.30755576356677,0.03384848986577252,0.02015319685268995,134.3540147103012,3.6470994625256066,0.01887896303103259,134.40376580821558
2022-08-12 12:00:22.113363,42.023414611816406,25.583030700683594,23.40833282470703,896.04248046875,136.0451832091747,0.026323589081868812,0.015379311504514248,136.08011279659013,3.641103410207982,0.014153432620735797,136.12923551710088
2022-08-12 12:00:23.115028,41.67946243286133,25.601381301879883,23.40625,896.061279296875,134.6915489987049,0.025831146783440104,0.015548728877388993,134.7291286995183,3.640069490322371,0.014287901970020424,134.7791939861345
2022-08-12 12:00:24.114494,41.83821105957031,25.693132400512695,23.40625,896.0341796875,134.54816966764798,0.026897693495540158,0.015766181023025308,134.58471117970754,3.640554433753442,0.014446170259694312,134.636634277778
