horario,tensao_p1(V),tensao_p2(V),corrente(A),radiacao(W/m2)
2022-08-12 12:00:00.092017,0.0,0.0,-25.0,0.0
2022-08-12 12:00:00.311676,0.0,0.0,-25.0,0.0
2022-08-12 12:00:00.392142,0.0,0.0,-25.0,0.0
2022-08-12 12:00:00.492203,0.0,0.0,-25.0,0.0
2022-08-12 12:00:00.592225,0.0,0.0,-25.0,0.0
2022-08-12 12:00:00.692197,0.0,0.0,-25.0,0.0
2022-08-12 12:00:00.792192,0.0,0.0,-25.0,0.0
2022-08-12 12:00:00.892225,0.0,0.0,-25.0,0.0
2022-08-12 12:00:00.992177,0.0,0.0,-25.0,0.0
2022-08-12 12:00:01.092176,0.0,0.0,-25.0,0.0
2022-08-12 12:00:01.331755,0.0,0.0,-25.0,0.0
2022-08-12 12:00:01.392120,0.0,0.0,-25.0,0.0
2022-08-12 12:00:01.492228,0.0,0.0,-25.0,0.0
2022-08-12 12:00:01.592051,0.0,0.0,-25.0,0.0
2022-08-12 12:00:01.692020,0.0,0.0,-25.0,0.0
2022-08-12 12:00:01.792021,0.0,0.0,-25.0,0.0
2022-08-12 12:00:01.892019,0.0,0.0,-25.0,0.0
2022-08-12 12:00:01.992021,0.0,0.0,-25.0,0.0
2022-08-12 12:00:02.092020,0.0,0.0,-25.0,0.0
2022-08-12 12:00:02.311644,0.0,0.0,-25.0,0.0
2022-08-12 12:00:02.392168,0.0,0.0,-25.0,0.0
2022-08-12 12:00:02.492024,0.0,0.0,-25.0,0.0
2022-08-12 12:00:02.592035,0.0,0.0,-25.0,0.0
2022-08-12 12:00:02.692026,0.0,0.0,-25.0,0.0
2022-08-12 12:00:02.792029,0.0,0.0,-25.0,0.0
2022-08-12 12:00:02.892020,0.0,0.0,-25.0,0.0
2022-08-12 12:00:02.992024,0.0,0.0,-25.0,0.0
2022-08-12 12:00:03.092063,0.0,0.0,-25.0,0.0
2022-08-12 12:00:03.331871,0.0,0.0,-25.0,0.0
2022-08-12 12:00:03.392425,0.0,0.0,-25.0,0.0
2022-08-12 12:00:03.492049,0.0,0.0,-25.0,0.0
2022-08-12 12:00:03.592030,0.0,0.0,-25.0,0.0
2022-08-12 12:00:03.692030,0.0,0.0,-25.0,0.0
2022-08-12 12:00:03.792037,0.0,0.0,-25.0,0.0
2022-08-12 12:00:03.892031,0.0,0.0,-25.0,0.0
2022-08-12 12:00:03.992022,0.0,0.0,-25.0,0.0
2022-08-12 12:00:04.092019,0.0,0.0,-25.0,0.0
2022-08-12 12:00:04.321791,0.0,0.0,-25.0,0.0
2022-08-12 12:00:04.392285,0.0,0.0,-25.0,0.0
2022-08-12 12:00:04.492026,0.0,0.0,-25.0,0.0
2022-08-12 12:00:04.592031,0.0,0.0,-25.0,0.0
2022-08-12 12:00:04.692021,0.0,0.0,-25.0,0.0
2022-08-12 12:00:04.792022,0.0,0.0,-25.0,0.0
2022-08-12 12:00:04.892027,0.0,0.0,-25.0,0.0
2022-08-12 12:00:04.992020,0.0,0.0,-25.0,0.0
2022-08-12 12:00:05.092021,0.0,0.0,-25.0,0.0
2022-08-12 12:00:05.361822,0.0,0.0,-25.0,0.0
2022-08-12 12:00:05.392070,0.0,0.0,-25.0,0.0
2022-08-12 12:00:05.492430,0.0,0.0,-25.0,0.0
2022-08-12 12:00:05.592177,0.0,0.0,-25.0,0.0
2022-08-12 12:00:05.692040,0.0,0.0,-25.0,0.0
2022-08-12 12:00:05.792036,0.0,0.0,-25.0,0.0
2022-08-12 12:00:05.892041,0.0,0.0,-25.0,0.0
2022-08-12 12:00:05.992041,0.0,0.0,-25.0,0.0
2022-08-12 12:00:06.092039,0.0,0.0,-25.0,0.0
2022-08-12 12:00:06.311673,0.0,0.0,-25.0,0.0
2022-08-12 12:00:06.392124,0.0,0.0,-25.0,0.0
2022-08-12 12:00:06.492176,0.0,0.0,-25.0,0.0
2022-08-12 12:00:06.592031,0.0,0.0,-25.0,0.0
2022-08-12 12:00:06.692024,0.0,0.0,-25.0,0.0
2022-08-12 12:00:06.792043,0.0,0.0,-25.0,0.0
2022-08-12 12:00:06.892040,0.0,0.0,-25.0,0.0
2022-08-12 12:00:06.992040,0.0,0.0,-25.0,0.0
2022-08-12 12:00:07.092043,0.0,0.0,-25.0,0.0
2022-08-12 12:00:07.311675,0.0,0.0,-25.0,0.0
2022-08-12 12:00:07.392299,0.0,0.0,-25.0,0.0
2022-08-12 12:00:07.492079,0.0,0.0,-25.0,0.0
2022-08-12 12:00:07.592033,0.0,0.0,-25.0,0.0
2022-08-12 12:00:07.692029,0.0,0.0,-25.0,0.0
2022-08-12 12:00:07.792073,0.0,0.0,-25.0,0.0
2022-08-12 12:00:07.892019,0.0,0.0,-25.0,0.0
2022-08-12 12:00:07.992025,0.0,0.0,-25.0,0.0
2022-08-12 12:00:08.092028,0.0,0.0,-25.0,0.0
2022-08-12 12:00:08.311620,0.0,0.0,-25.0,0.0
2022-08-12 12:00:08.392212,0.0,0.0,-25.0,0.0
2022-08-12 12:00:08.492037,0.0,0.0,-25.0,0.0
2022-08-12 12:00:08.592032,0.0,0.0,-25.0,0.0
2022-08-12 12:00:08.692023,0.0,0.0,-25.0,0.0
2022-08-12 12:00:08.792024,0.0,0.0,-25.0,0.0
2022-08-12 12:00:08.892022,0.0,0.0,-25.0,0.0
2022-08-12 12:00:08.992019,0.0,0.0,-25.0,0.0
2022-08-12 12:00:09.092038,0.0,0.0,-25.0,0.0
2022-08-12 12:00:09.321751,0.0,0.0,-25.0,0.0
2022-08-12 12:00:09.392263,0.0,0.0,-25.0,0.0
2022-08-12 12:00:09.492222,0.0,0.0,-25.0,0.0
2022-08-12 12:00:09.592228,0.0,0.0,-25.0,0.0
2022-08-12 12:00:09.692180,0.0,0.0,-25.0,0.0
2022-08-12 12:00:09.792189,0.0,0.0,-25.0,0.0
2022-08-12 12:00:09.892184,0.0,0.0,-25.0,0.0
2022-08-12 12:00:09.992178,0.0,0.0,-25.0,0.0
2022-08-12 12:00:10.092194,0.0,0.0,-25.0,0.0
2022-08-12 12:00:10.321752,0.0,0.0,-25.0,0.0
2022-08-12 12:00:10.392183,0.0,0.0,-25.0,0.0
2022-08-12 12:00:10.492212,0.0,0.0,-25.0,0.0
2022-08-12 12:00:10.592181,0.0,0.0,-25.0,0.0
2022-08-12 12:00:10.692186,0.0,0.0,-25.0,0.0
2022-08-12 12:00:10.792175,0.0,0.0,-25.0,0.0
2022-08-12 12:00:10.892188,0.0,0.0,-25.0,0.0
2022-08-12 12:00:10.992181,0.0,0.0,-25.0,0.0
2022-08-12 12:00:11.092186,0.0,0.0,-25.0,0.0
2022-08-12 12:00:11.321698,0.0,0.0,-25.0,0.0
2022-08-12 12:00:11.392224,0.0,0.0,-25.0,0.0
2022-08-12 12:00:11.492063,0.0,0.0,-25.0,0.0
2022-08-12 12:00:11.592023,0.0,0.0,-25.0,0.0
2022-08-12 12:00:11.692020,0.0,0.0,-25.0,0.0
